name,networth,country,source,rank,age,residence,citizenship,status,children,education,self_made,degree,university,longitude,latitude,combined
Deng Yingzhong,2.3,China,paper,1362,70.0,"Zhongshan, China",China,,,,True,,,113.3656141,22.5213807,deng-yingzhong
Bob Ell,2.3,Australia,real estate,1362,76.0,"Surfers Paradise, Australia",Australia,Married,5.0,,True,,,153.4285306,-28.0068547,bob-ell
Sandeep Engineer,2.3,India,plastic pipes,1362,59.0,"Ahmedabad, India",India,Married,2.0,,True,,,72.5797068,23.0216238,sandeep-engineer
Fong Yun Wah,2.3,Hong Kong,real estate,1362,96.0,"Hong Kong, Hong Kong",Hong Kong,Widowed,8.0,,False,,,114.1628131,22.2793278,fong-yun-wah
Lindsay Fox,2.3,Australia,"logistics, real estate",1362,84.0,"Melbourne, Australia",Australia,Married,5.0,,True,,,144.960964,-37.8077694,lindsay-fox
Mario Germano Giuliani,2.3,Switzerland,pharmaceuticals,1362,49.0,"Monaco, Monaco",Switzerland,Married,,"Bachelor of Arts/Economics, Catholic University of the Sacred Heart",False,Bachelor of Arts/Economics, Catholic University of the Sacred Heart,7.4276832,43.7323492,mario-germano-giuliani
Harsh Goenka,2.3,India,diversified,1362,63.0,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, Calcutta University; Master of Business Administration, International Institute for Management and Development",False,Bachelor of Arts/Science," Calcutta University; Master of Business Administration, International Institute for Management and Development",72.8773928,19.0759899,harsh-goenka
Noam Gottesman,2.3,United States,hedge funds,1362,59.0,"New York, New York",United States,Married,4.0,"Bachelor of Arts/Science, Columbia University",True,Bachelor of Arts/Science, Columbia University,-74.00601519999999,40.7127281,noam-gottesman
Joseph Grendys,2.3,United States,poultry processing,1362,59.0,"Chicago, Illinois",United States,Single,,"Bachelor of Arts/Science, Loyola University Chicago",True,Bachelor of Arts/Science, Loyola University Chicago,-87.6244212,41.8755616,joseph-grendys
Guan Yihong,2.3,China,restaurant,1362,,"Guangzhou, China",China,Married,,,True,,,113.2592945,23.1301964,guan-yihong
David Hains,2.3,Australia,Investments,1362,90.0,"Melbourne, Australia",Australia,Widowed,5.0,"Bachelor of Science in Engineering, University of Melbourne",True,Bachelor of Science in Engineering, University of Melbourne,144.960964,-37.8077694,david-hains
Michael Hintze,2.3,Australia,investment,1362,67.0,"London, United Kingdom",Australia,Married,4.0,"Master of Business Administration, Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney",True,Master of Business Administration," Harvard Business School; Master of Science, University of New South Wales; Bachelor of Arts/Science, University of Sydney",-0.1276474,51.5073219,michael-hintze
Stewart Horejsi & family,2.3,United States,Berkshire Hathaway,1362,83.0,"Phoenix, Arizona",United States,Divorced,2.0,,True,,,-112.0741417,33.4484367,stewart-horejsi
Hua Xuande & family,2.3,China,pharmaceuticals,1362,77.0,"Taizhou, China",China,Married,,,True,,,121.4163876,28.6581723,hua-xuande
Jared Isaacman,2.3,United States,payment processing,1362,38.0,"Easton, Pennsylvania",United States,Married,,"Bachelor of Arts/Science, Embry-Riddle Aeronautical University",True,Bachelor of Arts/Science, Embry-Riddle Aeronautical University,-75.20998659999999,40.6916081,jared-isaacman
David Jiang,2.3,China,e-cigarettes,1362,42.0,"Beijing, China",China,,,,True,,,116.3912757,39.906217,david-jiang
Jiang Weiping & family,2.3,China,chemicals,1362,66.0,"Chengdu, China",China,Married,,"Bachelor of Science in Engineering, Xihua University",True,Bachelor of Science in Engineering, Xihua University,104.0633717,30.6598628,jiang-weiping
Boris Jordan,2.3,United States,cannabis,1362,54.0,"New York, New York",United States,Married,5.0,,True,,,-74.00601519999999,40.7127281,boris-jordan
Baba Kalyani,2.3,India,engineering,1362,72.0,"Pune, India",India,Married,1.0,"Master of Science, Massachusetts Institute of Technology",False,Master of Science, Massachusetts Institute of Technology,73.8544541,18.521428,baba-kalyani
Jim Kavanaugh,2.3,United States,IT provider,1362,58.0,"St. Louis, Missouri",United States,,,"Bachelor of Arts/Science, St. Louis University",True,Bachelor of Arts/Science, St. Louis University,-90.1998378,38.6264178,jim-kavanaugh
Mustafa Rahmi Koc,2.3,Turkey,diversified,1362,90.0,"Istanbul, Turkey",Turkey,Divorced,3.0,"Bachelor of Arts/Science, Johns Hopkins University",False,Bachelor of Arts/Science, Johns Hopkins University,28.9651646,41.0096334,mustafa-rahmi-koc
Eiichi Kuriwada,2.3,Japan,package delivery,1362,74.0,"Osaka, Japan",Japan,Married,3.0,"High School Graduate, Arai High School",True,High School Graduate, Arai High School,135.490357,34.6198813,eiichi-kuriwada
Lai Jianfa,2.3,China,express delivery,1362,,"Shanghai, China",China,,,"Master of Business Administration, Fudan University",True,Master of Business Administration, Fudan University,121.4692071,31.2322758,lai-jianfa
Lam Kong,2.3,China,pharmaceuticals,1362,56.0,"Hong Kong, Hong Kong",China,,,"Bachelor of Arts/Science, Guangdong Medical College",True,Bachelor of Arts/Science, Guangdong Medical College,114.1628131,22.2793278,lam-kong
David Xueling Li,2.3,China,live streaming service,1362,48.0,"Guangzhou, China",China,,,,True,,,113.2592945,23.1301964,david-xueling-li
Li Xuhui,2.3,China,soy sauce,1362,52.0,"Foshan, China",China,,,,True,,,113.1146335,23.0247687,li-xuhui
Liang Zhaoxian,2.3,China,appliances,1362,56.0,"Foshan, China",China,,,"Bachelor of Arts/Science, South China University of Technology",False,Bachelor of Arts/Science, South China University of Technology,113.1146335,23.0247687,liang-zhaoxian
Liu Ming Chung,2.3,Brazil,paper,1362,58.0,"Hong Kong, Hong Kong",Brazil,Married,,,True,,,114.1628131,22.2793278,liu-ming-chung
Alexander Mamut,2.3,Russia,investments,1362,61.0,"Moscow, Russia",Russia,Widowed,5.0,"LLB, Moscow State University",True,LLB, Moscow State University,37.6174943,55.7504461,alexander-mamut
Daniel Mate,2.3,Spain,"mining, commodities",1362,57.0,"Kanton Schwyz, Switzerland",Spain,Married,2.0,"Bachelor of Arts/Science, Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto",True,Bachelor of Arts/Science," Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto",8.722207300000001,47.0571976,daniel-mate
Clayton Mathile,2.3,United States,pet food,1362,80.0,"Brookville, Ohio",United States,Married,5.0,"Bachelor of Arts/Science, Ohio Northern University",True,Bachelor of Arts/Science, Ohio Northern University,-84.4113366,39.8367207,clayton-mathile
Aristotelis Mistakidis,2.3,Greece,"mining, commodities",1362,59.0,"Zug, Switzerland",Greece,Married,1.0,"Bachelor of Arts/Science, London School of Economics",True,Bachelor of Arts/Science, London School of Economics,8.5539378,47.1486137,aristotelis-mistakidis
Fernando Roberto Moreira Salles,2.3,Brazil,"banking, minerals",1362,74.0,"Sao Paulo, Brazil",Brazil,Married,2.0,"Bachelor of Arts/Science, Fundacao Getulio Vargas",False,Bachelor of Arts/Science, Fundacao Getulio Vargas,-46.6333824,-23.5506507,fernando-roberto-moreira-salles
Joao Moreira Salles,2.3,Brazil,"banking, minerals",1362,59.0,"Rio de Janeiro, Brazil",Brazil,Divorced,1.0,,False,,,-43.2093727,-22.9110137,joao-moreira-salles
Walther Moreira Salles Junior,2.3,Brazil,"banking, minerals",1362,65.0,"Rio de Janeiro, Brazil",Brazil,Married,1.0,"Bachelor of Arts/Science, University of Southern California",False,Bachelor of Arts/Science, University of Southern California,-43.2093727,-22.9110137,walther-moreira-salles-junior
Eugene Murtagh,2.3,Ireland,building materials,1362,78.0,"Kingscourt, Ireland",Ireland,Widowed,5.0,,True,,,-6.8054428,53.9080467,eugene-murtagh
Nihat Ozdemir,2.3,Turkey,diversified,1362,71.0,"Ankara, Turkey",Turkey,Widowed,2.0,,True,,,32.8540412,39.9207893,nihat-ozdemir
Gretel Packer,2.3,Australia,casinos,1362,55.0,"Sydney, Australia",Australia,Divorced,3.0,,False,,,151.0979607,-33.8641922,gretel-packer
Andrew Paradise,2.3,United States,★,1362,39.0,"San Francisco, California",United States,,,"Bachelor of Arts/Science, University of Massachusetts",True,Bachelor of Arts/Science, University of Massachusetts,-122.419906,37.7790262,andrew-paradise
Karl-Johan Persson,2.3,Sweden,H&M,1362,46.0,"Stockholm, Sweden",Sweden,Married,2.0,"Bachelor of Arts/Science, London Business School",False,Bachelor of Arts/Science, London Business School,18.0710935,59.3251172,karl-johan-persson
Tom Persson,2.3,Sweden,H&M,1362,36.0,"Stockholm, Sweden",Sweden,Married,,,False,,,18.0710935,59.3251172,tom-persson
Stewart Rahr,2.3,United States,drug distribution,1362,75.0,"New York, New York",United States,Divorced,2.0,"Bachelor of Arts/Science, New York University",False,Bachelor of Arts/Science, New York University,-74.00601519999999,40.7127281,stewart-rahr
Krit Ratanarak,2.3,Thailand,"media, real estate",1362,75.0,"Bangkok, Thailand",Thailand,Divorced,1.0,,False,,,100.4930399,13.7544238,krit-ratanarak
Michael Saylor,2.3,United States,cryptocurrency,1362,56.0,"Vienna, Virginia",United States,Single,,"Bachelor of Arts/Science, Massachusetts Institute of Technology",True,Bachelor of Arts/Science, Massachusetts Institute of Technology,-77.2651762,38.9013729,michael-saylor
"Karl Scheufele, III. & family",2.3,Switzerland,jewelry,1362,82.0,"Geneva, Switzerland",Switzerland,Married,2.0,,True,,,6.1466014,46.2017559,"karl-scheufele,-iii."
Stephan Schmidheiny,2.3,Switzerland,investments,1362,73.0,"Hurden, Switzerland",Switzerland,Married,2.0,"Doctorate, University of Zurich",False,Doctorate, University of Zurich,8.8043485,47.2142501,stephan-schmidheiny
Vijay Shekhar Sharma,2.3,India,financial technology,1362,42.0,"Delhi, India",India,Married,1.0,"Bachelor of Science in Engineering, Delhi University",True,Bachelor of Science in Engineering, Delhi University,77.2219388,28.6517178,vijay-shekhar-sharma
Charlotte Soderstrom,2.3,Sweden,H&M,1362,44.0,"Stockholm, Sweden",Sweden,Married,3.0,,False,,,18.0710935,59.3251172,charlotte-soderstrom
Sun Huaiqing & family,2.3,China,cosmetics,1362,51.0,"Guangzhou, China",China,Married,,"EMBA, Guanghua School of Management",True,EMBA, Guanghua School of Management,113.2592945,23.1301964,sun-huaiqing
Sze Man Bok,2.3,China,hygiene products,1362,71.0,"Jinjiang, China",China,Married,1.0,,True,,,118.5477505,24.784435,sze-man-bok
Katsumi Tada,2.3,Japan,real estate,1362,75.0,"Tokyo, Japan",Japan,Married,3.0,,True,,,139.7594549,35.6828387,katsumi-tada
Ted Turner,2.3,United States,cable television,1362,82.0,"Atlanta, Georgia",United States,Divorced,5.0,"Bachelor of Arts/Science, Brown University",False,Bachelor of Arts/Science, Brown University,-84.39026440000001,33.7489924,ted-turner
Jitendra Virwani,2.3,India,real estate,1362,55.0,"Bangalore, India",India,Married,4.0,"Bachelor of Commerce, Bangalore University",False,Bachelor of Commerce, Bangalore University,77.59129969999999,12.9791198,jitendra-virwani
Arkady Volozh,2.3,Russia,search engine,1362,57.0,"Moscow, Russia",Russia,Married,3.0,"Master of Science, Gubkin Russian State University of Oil and Gas",True,Master of Science, Gubkin Russian State University of Oil and Gas,37.6174943,55.7504461,arkady-volozh
Lang Walker,2.3,Australia,real estate,1362,75.0,"Sydney, Australia",Australia,Married,3.0,"Diploma, High School",True,Diploma, High School,151.0979607,-33.8641922,lang-walker
Wei Ying-Chiao,2.3,Taiwan,"food, beverages",1362,66.0,"Taipei, Taiwan",Taiwan,Married,5.0,,True,,,121.5636796,25.0375198,wei-ying-chiao
Wu Zhongyi,2.3,China,electronics,1362,47.0,"Xiamen, China",China,,,"Bachelor of Arts/Science, Shenzhen University",True,Bachelor of Arts/Science, Shenzhen University,118.0853479,24.4801069,wu-zhongyi
Elaine Wynn,2.3,United States,"casinos, hotels",1362,79.0,"Las Vegas, Nevada",United States,Divorced,2.0,"Bachelor of Arts/Science, George Washington University",True,Bachelor of Arts/Science, George Washington University,-115.148516,36.1672559,elaine-wynn
Xu Chuanhua & family,2.3,China,"chemicals, logistics",1362,86.0,"Hangzhou, China",China,Married,2.0,,True,,,120.2052342,30.2489634,xu-chuanhua
Jerry Yang,2.3,United States,Yahoo,1362,52.0,"Los Altos Hills, California",United States,Married,2.0,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University",True,Bachelor of Arts/Science," Stanford University; Master of Science, Stanford University",-122.1374637,37.3796627,jerry-yang
Yang Weidong & family,2.3,China,chemicals,1362,52.0,"Jiaxing, China",China,Married,,,True,,,120.7510971,30.7474425,yang-weidong
Barry Zekelman,2.3,Canada,steel,1362,54.0,"Windsor, Canada",Canada,,,"Drop Out, York University",False,Drop Out, York University,-83.0353434,42.317099,barry-zekelman
Zhang Xuezheng,2.3,China,telecom,1362,45.0,"Jiaxing, China",China,,,,True,,,120.7510971,30.7474425,zhang-xuezheng
Zhang Yin,2.3,China,paper manufacturing,1362,64.0,"Dongguan, China",China,Married,2.0,,True,,,113.7457788,23.0205969,zhang-yin
Kostyantin Zhevago,2.3,Ukraine,mining,1362,47.0,"Kiev, Ukraine",Ukraine,Married,2.0,"Bachelor of Arts/Science, Kiev State Economic University",True,Bachelor of Arts/Science, Kiev State Economic University,30.5241361,50.4500336,kostyantin-zhevago
Jose Joao Abdalla Filho,2.2,Brazil,investments,1444,75.0,"Rio de Janeiro, Brazil",Brazil,,,,False,,,-43.2093727,-22.9110137,jose-joao-abdalla-filho
Abdulla Al Futtaim & family,2.2,United Arab Emirates,"auto dealers, investments",1444,,"Dubai, United Arab Emirates",United Arab Emirates,Married,,,False,,,55.1885387,25.0742823,abdulla-al-futtaim
Ramon Ang,2.2,Philippines,Diversified,1444,67.0,"Manila, Philippines",Philippines,Married,8.0,"Bachelor of Engineering, Far Eastern University",True,Bachelor of Engineering, Far Eastern University,120.9809674,14.5907332,ramon-ang
Bill Austin,2.2,United States,hearing aids,1444,79.0,"Brownsville, Texas",United States,Married,,"High School Graduate, High School",True,High School Graduate, High School,-97.4890856,25.9140256,bill-austin
Acharya Balkrishna,2.2,India,consumer goods,1444,48.0,"Haridwar, India",India,Single,,,True,,,78.1452985,29.9384473,acharya-balkrishna
Richard Barton,2.2,United States,Zillow,1444,53.0,"Seattle, Washington",United States,Married,3.0,"Bachelor of Science, Stanford University",True,Bachelor of Science, Stanford University,-122.3300624,47.6038321,richard-barton
Edward Bass,2.2,United States,"oil, investments",1444,75.0,"Fort Worth, Texas",United States,Married,1.0,"Bachelor of Arts/Science, Yale University",False,Bachelor of Arts/Science, Yale University,-97.33274590000001,32.753177,edward-bass
Thor Bjorgolfsson,2.2,Iceland,investments,1444,54.0,"London, United Kingdom",Iceland,Married,3.0,"Bachelor of Arts/Science, New York University",True,Bachelor of Arts/Science, New York University,-0.1276474,51.5073219,thor-bjorgolfsson
Nikolai Buinov,2.2,Russia,"oil, gas",1444,53.0,"Irkutsk, Russia",Russia,Married,2.0,,True,,,104.280586,52.289597,nikolai-buinov
Bruce Cheng,2.2,Taiwan,electronics,1444,85.0,"Taipei, Taiwan",Taiwan,Married,2.0,"Bachelor of Arts/Science, National Cheng Kung University",True,Bachelor of Arts/Science, National Cheng Kung University,121.5636796,25.0375198,bruce-cheng
Chin Jong Hwa,2.2,Taiwan,auto parts,1444,62.0,"Taoyuan, Taiwan",Taiwan,Married,2.0,"Diploma, China University of Technology",True,Diploma, China University of Technology,121.3010003,24.9929995,chin-jong-hwa
Jai Hari & Yadu Hari Dalmia & family,2.2,India,cement,1444,,"Delhi, India",India,Married,,,False,,,77.2219388,28.6517178,jai-hari-yadu-hari-dalmia
Dermot Desmond,2.2,Ireland,finance,1444,70.0,"Dublin, Ireland",Ireland,Married,4.0,,True,,,-6.2602732,53.3497645,dermot-desmond
K. Dinesh,2.2,India,software services,1444,66.0,"Bangalore, India",India,Married,2.0,"Master of Science, Bangalore University",True,Master of Science, Bangalore University,77.59129969999999,12.9791198,k.-dinesh
"Frank Fertitta, III.",2.2,United States,"casinos, mixed martial arts",1444,59.0,"Las Vegas, Nevada",United States,Married,3.0,"Bachelor of Arts/Science, University of Southern California",False,Bachelor of Arts/Science, University of Southern California,-115.148516,36.1672559,"frank-fertitta,-iii."
Lorenzo Fertitta,2.2,United States,"casinos, mixed martial arts",1444,52.0,"Las Vegas, Nevada",United States,Married,3.0,"Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, U of San Diego",False,Master of Business Administration," Leonard N. Stern School of Business; Bachelor of Arts/Science, U of San Diego",-115.148516,36.1672559,lorenzo-fertitta
